weekdate,simple_state,cumulative_prob
2020-04-12,alabama,0.994011976047904
2020-04-19,alabama,0.994011976047904
2020-04-26,alabama,0.994011976047904
2020-05-03,alabama,0.994011976047904
2020-05-10,alabama,0.994011976047904
2020-05-17,alabama,0.994011976047904
2020-05-24,alabama,0.994011976047904
2020-05-31,alabama,0.994011976047904
2020-06-07,alabama,0.994011976047904
2020-06-14,alabama,0.994011976047904
2020-06-21,alabama,0.994011976047904
2020-06-28,alabama,0.994011976047904
2020-07-05,alabama,0.994011976047904
2020-07-12,alabama,0.994510978043912
2020-07-19,alabama,0.994510978043912
2020-07-26,alabama,0.99500998003992
2020-08-02,alabama,0.996007984031936
2020-08-09,alabama,0.996007984031936
2020-08-16,alabama,0.996007984031936
2020-08-23,alabama,0.997005988023952
2020-08-30,alabama,0.99750499001996
2020-09-06,alabama,0.999001996007984
2020-09-13,alabama,0.999001996007984
2020-09-20,alabama,0.999500998003992
2020-09-27,alabama,0.999500998003992
2020-10-04,alabama,0.999500998003992
2020-10-11,alabama,1
2020-10-18,alabama,1
2020-10-25,alabama,1
2020-11-01,alabama,1
2020-11-08,alabama,1
2020-11-15,alabama,1
2020-11-22,alabama,1
2020-11-29,alabama,1
2020-12-06,alabama,1
2020-12-13,alabama,1
2020-12-20,alabama,1
2020-12-27,alabama,1
2020-04-12,alaska,0.998502994011976
2020-04-19,alaska,0.998502994011976
2020-04-26,alaska,0.998502994011976
2020-05-03,alaska,0.998502994011976
2020-05-10,alaska,0.998502994011976
2020-05-17,alaska,0.998502994011976
2020-05-24,alaska,0.998502994011976
2020-05-31,alaska,0.998502994011976
2020-06-07,alaska,0.998502994011976
2020-06-14,alaska,0.998502994011976
2020-06-21,alaska,0.998502994011976
2020-06-28,alaska,0.998502994011976
2020-07-05,alaska,0.998502994011976
2020-07-12,alaska,0.998502994011976
2020-07-19,alaska,0.998502994011976
2020-07-26,alaska,0.999001996007984
2020-08-02,alaska,0.999001996007984
2020-08-09,alaska,0.999001996007984
2020-08-16,alaska,0.999500998003992
2020-08-23,alaska,0.999500998003992
2020-08-30,alaska,0.999500998003992
2020-09-06,alaska,0.999500998003992
2020-09-13,alaska,1
2020-09-20,alaska,1
2020-09-27,alaska,1
2020-10-04,alaska,1
2020-10-11,alaska,1
2020-10-18,alaska,1
2020-10-25,alaska,1
2020-11-01,alaska,1
2020-11-08,alaska,1
2020-11-15,alaska,1
2020-11-22,alaska,1
2020-11-29,alaska,1
2020-12-06,alaska,1
2020-12-13,alaska,1
2020-12-20,alaska,1
2020-12-27,alaska,1
2020-04-12,arizona,0
2020-04-19,arizona,0
2020-04-26,arizona,0
2020-05-03,arizona,0
2020-05-10,arizona,0
2020-05-17,arizona,0
2020-05-24,arizona,0
2020-05-31,arizona,0
2020-06-07,arizona,0
2020-06-14,arizona,0
2020-06-21,arizona,0.349800399201597
2020-06-28,arizona,0.378243512974052
2020-07-05,arizona,0.466566866267465
2020-07-12,arizona,0.560379241516966
2020-07-19,arizona,0.640219560878244
2020-07-26,arizona,0.722055888223553
2020-08-02,arizona,0.788922155688623
2020-08-09,arizona,0.836826347305389
2020-08-16,arizona,0.877245508982036
2020-08-23,arizona,0.906686626746507
2020-08-30,arizona,0.932135728542914
2020-09-06,arizona,0.953592814371257
2020-09-13,arizona,0.967065868263473
2020-09-20,arizona,0.978043912175649
2020-09-27,arizona,0.984530938123753
2020-10-04,arizona,0.990518962075848
2020-10-11,arizona,0.994011976047904
2020-10-18,arizona,0.995508982035928
2020-10-25,arizona,0.997005988023952
2020-11-01,arizona,0.998003992015968
2020-11-08,arizona,0.998502994011976
2020-11-15,arizona,0.998502994011976
2020-11-22,arizona,0.998502994011976
2020-11-29,arizona,0.999001996007984
2020-12-06,arizona,0.999500998003992
2020-12-13,arizona,0.999500998003992
2020-12-20,arizona,1
2020-12-27,arizona,1
2020-04-12,arkansas,0.846307385229541
2020-04-19,arkansas,0.846307385229541
2020-04-26,arkansas,0.846307385229541
2020-05-03,arkansas,0.846307385229541
2020-05-10,arkansas,0.846307385229541
2020-05-17,arkansas,0.846307385229541
2020-05-24,arkansas,0.846307385229541
2020-05-31,arkansas,0.846307385229541
2020-06-07,arkansas,0.846307385229541
2020-06-14,arkansas,0.846307385229541
2020-06-21,arkansas,0.846307385229541
2020-06-28,arkansas,0.847804391217565
2020-07-05,arkansas,0.848802395209581
2020-07-12,arkansas,0.856786427145709
2020-07-19,arkansas,0.87125748502994
2020-07-26,arkansas,0.893213572854292
2020-08-02,arkansas,0.913173652694611
2020-08-09,arkansas,0.928642714570858
2020-08-16,arkansas,0.943612774451098
2020-08-23,arkansas,0.958083832335329
2020-08-30,arkansas,0.965069860279441
2020-09-06,arkansas,0.974550898203593
2020-09-13,arkansas,0.980039920159681
2020-09-20,arkansas,0.98502994011976
2020-09-27,arkansas,0.989021956087824
2020-10-04,arkansas,0.990518962075848
2020-10-11,arkansas,0.993512974051896
2020-10-18,arkansas,0.997005988023952
2020-10-25,arkansas,0.998003992015968
2020-11-01,arkansas,0.998003992015968
2020-11-08,arkansas,0.998003992015968
2020-11-15,arkansas,0.998502994011976
2020-11-22,arkansas,0.999001996007984
2020-11-29,arkansas,0.999500998003992
2020-12-06,arkansas,0.999500998003992
2020-12-13,arkansas,0.999500998003992
2020-12-20,arkansas,1
2020-12-27,arkansas,1
2020-04-12,california,0.99251497005988
2020-04-19,california,0.99251497005988
2020-04-26,california,0.99251497005988
2020-05-03,california,0.99251497005988
2020-05-10,california,0.99251497005988
2020-05-17,california,0.99251497005988
2020-05-24,california,0.99251497005988
2020-05-31,california,0.99251497005988
2020-06-07,california,0.99251497005988
2020-06-14,california,0.99251497005988
2020-06-21,california,0.99251497005988
2020-06-28,california,0.99251497005988
2020-07-05,california,0.99251497005988
2020-07-12,california,0.99251497005988
2020-07-19,california,0.99251497005988
2020-07-26,california,0.993512974051896
2020-08-02,california,0.994011976047904
2020-08-09,california,0.994011976047904
2020-08-16,california,0.99500998003992
2020-08-23,california,0.99500998003992
2020-08-30,california,0.995508982035928
2020-09-06,california,0.997005988023952
2020-09-13,california,0.99750499001996
2020-09-20,california,0.99750499001996
2020-09-27,california,0.998003992015968
2020-10-04,california,0.998502994011976
2020-10-11,california,0.999500998003992
2020-10-18,california,1
2020-10-25,california,1
2020-11-01,california,1
2020-11-08,california,1
2020-11-15,california,1
2020-11-22,california,1
2020-11-29,california,1
2020-12-06,california,1
2020-12-13,california,1
2020-12-20,california,1
2020-12-27,california,1
2020-04-12,colorado,1
2020-04-19,colorado,1
2020-04-26,colorado,1
2020-05-03,colorado,1
2020-05-10,colorado,1
2020-05-17,colorado,1
2020-05-24,colorado,1
2020-05-31,colorado,1
2020-06-07,colorado,1
2020-06-14,colorado,1
2020-06-21,colorado,1
2020-06-28,colorado,1
2020-07-05,colorado,1
2020-07-12,colorado,1
2020-07-19,colorado,1
2020-07-26,colorado,1
2020-08-02,colorado,1
2020-08-09,colorado,1
2020-08-16,colorado,1
2020-08-23,colorado,1
2020-08-30,colorado,1
2020-09-06,colorado,1
2020-09-13,colorado,1
2020-09-20,colorado,1
2020-09-27,colorado,1
2020-10-04,colorado,1
2020-10-11,colorado,1
2020-10-18,colorado,1
2020-10-25,colorado,1
2020-11-01,colorado,1
2020-11-08,colorado,1
2020-11-15,colorado,1
2020-11-22,colorado,1
2020-11-29,colorado,1
2020-12-06,colorado,1
2020-12-13,colorado,1
2020-12-20,colorado,1
2020-12-27,colorado,1
2020-04-12,connecticut,1
