fcst_hub_epiweek,key,q.01,q.025,q.05,q.10,q.15,q.20,q.25,q.30,q.35,q.40,q.45,q.50,q.55,q.60,q.65,q.70,q.75,q.80,q.85,q.90,q.95,q.975,q.99,truth_deaths,obs,week_ahead,fcst_date,name,start_date,end_date
5,minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Minnesota,,2020-01-25
5,mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Mississippi,,2020-01-25
5,missouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Missouri,,2020-01-25
5,montana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Montana,,2020-01-25
5,nebraska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Nebraska,,2020-01-25
5,nevada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Nevada,,2020-01-25
5,newhampshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,New Hampshire,,2020-01-25
5,newjersey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,New Jersey,,2020-01-25
5,newmexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,New Mexico,,2020-01-25
5,newyork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,New York,,2020-01-25
5,northcarolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,North Carolina,,2020-01-25
5,northdakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,North Dakota,,2020-01-25
5,northernmarianaislands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Northern Mariana Islands,,2020-01-25
5,ohio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Ohio,,2020-01-25
5,oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Oklahoma,,2020-01-25
5,oregon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Oregon,,2020-01-25
5,pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Pennsylvania,,2020-01-25
5,puertorico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Puerto Rico,,2020-01-25
5,rhodeisland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Rhode Island,,2020-01-25
5,southcarolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,South Carolina,,2020-01-25
5,southdakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,South Dakota,,2020-01-25
5,tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Tennessee,,2020-01-25
5,texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Texas,,2020-01-25
5,utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Utah,,2020-01-25
5,vermont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Vermont,,2020-01-25
5,virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Virginia,,2020-01-25
5,virginislands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Virgin Islands,,2020-01-25
5,washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Washington,,2020-01-25
5,westvirginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,West Virginia,,2020-01-25
5,wisconsin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Wisconsin,,2020-01-25
5,wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Wyoming,,2020-01-25
6,alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Alabama,2020-01-26,2020-02-01
6,alaska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Alaska,2020-01-26,2020-02-01
6,arizona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Arizona,2020-01-26,2020-02-01
6,arkansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Arkansas,2020-01-26,2020-02-01
6,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,California,2020-01-26,2020-02-01
6,colorado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Colorado,2020-01-26,2020-02-01
6,connecticut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Connecticut,2020-01-26,2020-02-01
6,delaware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Delaware,2020-01-26,2020-02-01
6,districtofcolumbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,District of Columbia,2020-01-26,2020-02-01
6,florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Florida,2020-01-26,2020-02-01
6,georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Georgia,2020-01-26,2020-02-01
6,guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Guam,2020-01-26,2020-02-01
6,hawaii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Hawaii,2020-01-26,2020-02-01
6,idaho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Idaho,2020-01-26,2020-02-01
6,illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Illinois,2020-01-26,2020-02-01
6,indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Indiana,2020-01-26,2020-02-01
6,iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Iowa,2020-01-26,2020-02-01
6,kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Kansas,2020-01-26,2020-02-01
6,kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Kentucky,2020-01-26,2020-02-01
6,louisiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Louisiana,2020-01-26,2020-02-01
6,maine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Maine,2020-01-26,2020-02-01
6,maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Maryland,2020-01-26,2020-02-01
6,massachusetts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Massachusetts,2020-01-26,2020-02-01
6,michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Michigan,2020-01-26,2020-02-01
6,minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Minnesota,2020-01-26,2020-02-01
6,mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Mississippi,2020-01-26,2020-02-01
6,missouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Missouri,2020-01-26,2020-02-01
6,montana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Montana,2020-01-26,2020-02-01
6,nebraska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Nebraska,2020-01-26,2020-02-01
6,nevada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Nevada,2020-01-26,2020-02-01
6,newhampshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,New Hampshire,2020-01-26,2020-02-01
6,newjersey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,New Jersey,2020-01-26,2020-02-01
6,newmexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,New Mexico,2020-01-26,2020-02-01
6,newyork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,New York,2020-01-26,2020-02-01
6,northcarolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,North Carolina,2020-01-26,2020-02-01
6,northdakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,North Dakota,2020-01-26,2020-02-01
6,northernmarianaislands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Northern Mariana Islands,2020-01-26,2020-02-01
6,ohio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Ohio,2020-01-26,2020-02-01
6,oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Oklahoma,2020-01-26,2020-02-01
6,oregon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Oregon,2020-01-26,2020-02-01
6,pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Pennsylvania,2020-01-26,2020-02-01
6,puertorico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Puerto Rico,2020-01-26,2020-02-01
6,rhodeisland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Rhode Island,2020-01-26,2020-02-01
6,southcarolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,South Carolina,2020-01-26,2020-02-01
6,southdakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,South Dakota,2020-01-26,2020-02-01
6,tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Tennessee,2020-01-26,2020-02-01
6,texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Texas,2020-01-26,2020-02-01
6,utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Utah,2020-01-26,2020-02-01
6,vermont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Vermont,2020-01-26,2020-02-01
6,virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Virginia,2020-01-26,2020-02-01
6,virginislands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Virgin Islands,2020-01-26,2020-02-01
6,washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Washington,2020-01-26,2020-02-01
6,westvirginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,West Virginia,2020-01-26,2020-02-01
6,wisconsin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Wisconsin,2020-01-26,2020-02-01
6,wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Wyoming,2020-01-26,2020-02-01
7,alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Alabama,2020-02-02,2020-02-08
7,alaska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Alaska,2020-02-02,2020-02-08
7,arizona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Arizona,2020-02-02,2020-02-08
7,arkansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Arkansas,2020-02-02,2020-02-08
7,california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,California,2020-02-02,2020-02-08
7,colorado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Colorado,2020-02-02,2020-02-08
7,connecticut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Connecticut,2020-02-02,2020-02-08
7,delaware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Delaware,2020-02-02,2020-02-08
7,districtofcolumbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,District of Columbia,2020-02-02,2020-02-08
7,florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Florida,2020-02-02,2020-02-08
7,georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Georgia,2020-02-02,2020-02-08
7,guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Guam,2020-02-02,2020-02-08
7,hawaii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Hawaii,2020-02-02,2020-02-08
7,idaho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Idaho,2020-02-02,2020-02-08
7,illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Illinois,2020-02-02,2020-02-08
7,indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Indiana,2020-02-02,2020-02-08
7,iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Iowa,2020-02-02,2020-02-08
7,kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Kansas,2020-02-02,2020-02-08
7,kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Kentucky,2020-02-02,2020-02-08
7,louisiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Louisiana,2020-02-02,2020-02-08
7,maine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Maine,2020-02-02,2020-02-08
7,maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Maryland,2020-02-02,2020-02-08
7,massachusetts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Massachusetts,2020-02-02,2020-02-08
7,michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Michigan,2020-02-02,2020-02-08
7,minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Minnesota,2020-02-02,2020-02-08
7,mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Mississippi,2020-02-02,2020-02-08
7,missouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Missouri,2020-02-02,2020-02-08
7,montana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Montana,2020-02-02,2020-02-08
7,nebraska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Nebraska,2020-02-02,2020-02-08
7,nevada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Nevada,2020-02-02,2020-02-08
7,newhampshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,New Hampshire,2020-02-02,2020-02-08
7,newjersey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,New Jersey,2020-02-02,2020-02-08
7,newmexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,New Mexico,2020-02-02,2020-02-08
7,newyork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,New York,2020-02-02,2020-02-08
7,northcarolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,North Carolina,2020-02-02,2020-02-08
7,northdakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,North Dakota,2020-02-02,2020-02-08
7,northernmarianaislands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Northern Mariana Islands,2020-02-02,2020-02-08
7,ohio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Ohio,2020-02-02,2020-02-08
7,oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Oklahoma,2020-02-02,2020-02-08
7,oregon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Oregon,2020-02-02,2020-02-08
7,pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Pennsylvania,2020-02-02,2020-02-08
7,puertorico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Puerto Rico,2020-02-02,2020-02-08
7,rhodeisland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Rhode Island,2020-02-02,2020-02-08
7,southcarolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,South Carolina,2020-02-02,2020-02-08
7,southdakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,South Dakota,2020-02-02,2020-02-08
7,tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Tennessee,2020-02-02,2020-02-08
7,texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Texas,2020-02-02,2020-02-08
7,utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Utah,2020-02-02,2020-02-08
7,vermont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Vermont,2020-02-02,2020-02-08
7,virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Virginia,2020-02-02,2020-02-08
7,virginislands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Virgin Islands,2020-02-02,2020-02-08
7,washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Washington,2020-02-02,2020-02-08
7,westvirginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,West Virginia,2020-02-02,2020-02-08
7,wisconsin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Wisconsin,2020-02-02,2020-02-08
7,wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Wyoming,2020-02-02,2020-02-08
8,alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2020-10-28,Alabama,2020-02-09,2020-02-15
