weekdate,simple_countries,cumulative_prob
2020-06-28,belarus,0.90984015984016
2020-07-05,belarus,0.933316683316683
2020-07-12,belarus,0.951048951048951
2020-07-19,belarus,0.965284715284715
2020-07-26,belarus,0.976523476523477
2020-08-02,belarus,0.984015984015984
2020-08-09,belarus,0.988261738261738
2020-08-16,belarus,0.992507492507493
2020-08-23,belarus,0.994755244755245
2020-08-30,belarus,0.996753246753247
2020-09-06,belarus,0.998501498501498
2020-09-13,belarus,0.999500499500499
2020-09-20,belarus,0.99975024975025
2020-09-27,belarus,0.99975024975025
2020-10-04,belarus,0.99975024975025
2020-10-11,belarus,0.99975024975025
2020-10-18,belarus,1
2020-10-25,belarus,1
2020-11-01,belarus,1
2020-03-15,belgium,0
2020-03-22,belgium,0
2020-03-29,belgium,0
2020-04-05,belgium,0
2020-04-12,belgium,0
2020-04-19,belgium,0.925824175824176
2020-04-26,belgium,0.925824175824176
2020-05-03,belgium,0.927822177822178
2020-05-10,belgium,0.93981018981019
2020-05-17,belgium,0.955544455544456
2020-05-24,belgium,0.967282717282717
2020-05-31,belgium,0.978521478521479
2020-06-07,belgium,0.985764235764236
2020-06-14,belgium,0.990759240759241
2020-06-21,belgium,0.993506493506494
2020-06-28,belgium,0.995754245754246
2020-07-05,belgium,0.997752247752248
2020-07-12,belgium,0.998751248751249
2020-07-19,belgium,0.998751248751249
2020-07-26,belgium,0.999250749250749
2020-08-02,belgium,0.99975024975025
2020-08-09,belgium,1
2020-08-16,belgium,1
2020-08-23,belgium,1
2020-08-30,belgium,1
2020-09-06,belgium,1
2020-09-13,belgium,1
2020-09-20,belgium,1
2020-09-27,belgium,1
2020-10-04,belgium,1
2020-10-11,belgium,1
2020-10-18,belgium,1
2020-10-25,belgium,1
2020-11-01,belgium,1
2020-03-15,bosniaandherzegovina,0
2020-03-22,bosniaandherzegovina,0
2020-03-29,bosniaandherzegovina,0
2020-04-05,bosniaandherzegovina,0
2020-04-12,bosniaandherzegovina,0.728021978021978
2020-04-19,bosniaandherzegovina,0.728021978021978
2020-04-26,bosniaandherzegovina,0.728021978021978
2020-05-03,bosniaandherzegovina,0.834665334665335
2020-05-10,bosniaandherzegovina,0.898101898101898
2020-05-17,bosniaandherzegovina,0.933566433566433
2020-05-24,bosniaandherzegovina,0.954295704295704
2020-05-31,bosniaandherzegovina,0.967282717282717
2020-06-07,bosniaandherzegovina,0.98001998001998
2020-06-14,bosniaandherzegovina,0.985764235764236
2020-06-21,bosniaandherzegovina,0.99000999000999
2020-06-28,bosniaandherzegovina,0.993256743256743
2020-07-05,bosniaandherzegovina,0.995254745254745
2020-07-12,bosniaandherzegovina,0.996753246753247
2020-07-19,bosniaandherzegovina,0.997502497502497
2020-07-26,bosniaandherzegovina,0.998251748251748
2020-08-02,bosniaandherzegovina,0.998751248751249
2020-08-09,bosniaandherzegovina,0.999000999000999
2020-08-16,bosniaandherzegovina,0.999000999000999
2020-08-23,bosniaandherzegovina,0.999500499500499
2020-08-30,bosniaandherzegovina,0.99975024975025
2020-09-06,bosniaandherzegovina,0.99975024975025
2020-09-13,bosniaandherzegovina,0.99975024975025
2020-09-20,bosniaandherzegovina,0.99975024975025
2020-09-27,bosniaandherzegovina,1
2020-10-04,bosniaandherzegovina,1
2020-10-11,bosniaandherzegovina,1
2020-10-18,bosniaandherzegovina,1
2020-10-25,bosniaandherzegovina,1
2020-11-01,bosniaandherzegovina,1
2020-03-15,bulgaria,0
2020-03-22,bulgaria,0
2020-03-29,bulgaria,0
2020-04-05,bulgaria,0
2020-04-12,bulgaria,0
2020-04-19,bulgaria,0
2020-04-26,bulgaria,0.664835164835165
2020-05-03,bulgaria,0.721528471528472
2020-05-10,bulgaria,0.773476523476523
2020-05-17,bulgaria,0.816183816183816
2020-05-24,bulgaria,0.853146853146853
2020-05-31,bulgaria,0.880869130869131
2020-06-07,bulgaria,0.906843156843157
2020-06-14,bulgaria,0.925824175824176
2020-06-21,bulgaria,0.943306693306693
2020-06-28,bulgaria,0.956543456543456
2020-07-05,bulgaria,0.965784215784216
2020-07-12,bulgaria,0.973526473526474
2020-07-19,bulgaria,0.97977022977023
2020-07-26,bulgaria,0.984265734265734
2020-08-02,bulgaria,0.988011988011988
2020-08-09,bulgaria,0.991008991008991
2020-08-16,bulgaria,0.993256743256743
2020-08-23,bulgaria,0.995004995004995
2020-08-30,bulgaria,0.996003996003996
2020-09-06,bulgaria,0.997002997002997
2020-09-13,bulgaria,0.997752247752248
2020-09-20,bulgaria,0.998251748251748
2020-09-27,bulgaria,0.998751248751249
2020-10-04,bulgaria,0.998751248751249
2020-10-11,bulgaria,0.999500499500499
2020-10-18,bulgaria,0.999500499500499
2020-10-25,bulgaria,1
2020-11-01,bulgaria,1
2020-03-15,canada,0
2020-03-22,canada,0
2020-03-29,canada,0
2020-04-05,canada,0
2020-04-12,canada,0.764485514485515
2020-04-19,canada,0.764485514485515
2020-04-26,canada,0.764485514485515
2020-05-03,canada,0.792707292707293
2020-05-10,canada,0.842657342657343
2020-05-17,canada,0.887362637362637
2020-05-24,canada,0.923576423576424
2020-05-31,canada,0.945304695304695
2020-06-07,canada,0.95954045954046
2020-06-14,canada,0.971028971028971
2020-06-21,canada,0.980519480519481
2020-06-28,canada,0.987012987012987
2020-07-05,canada,0.990509490509491
2020-07-12,canada,0.994005994005994
2020-07-19,canada,0.996753246753247
2020-07-26,canada,0.998251748251748
2020-08-02,canada,0.998751248751249
2020-08-09,canada,0.999250749250749
2020-08-16,canada,0.999250749250749
2020-08-23,canada,0.999500499500499
2020-08-30,canada,1
2020-09-06,canada,1
2020-09-13,canada,1
2020-09-20,canada,1
2020-09-27,canada,1
2020-10-04,canada,1
2020-10-11,canada,1
2020-10-18,canada,1
2020-10-25,canada,1
2020-11-01,canada,1
2020-03-15,croatia,0
2020-03-22,croatia,0
2020-03-29,croatia,0
2020-04-05,croatia,0.823676323676324
2020-04-12,croatia,0.823676323676324
2020-04-19,croatia,0.823676323676324
2020-04-26,croatia,0.823676323676324
2020-05-03,croatia,0.894605394605395
2020-05-10,croatia,0.935314685314685
2020-05-17,croatia,0.961538461538461
2020-05-24,croatia,0.974525474525475
2020-05-31,croatia,0.983266733266733
2020-06-07,croatia,0.988261738261738
2020-06-14,croatia,0.992507492507493
2020-06-21,croatia,0.994505494505495
2020-06-28,croatia,0.996003996003996
2020-07-05,croatia,0.997002997002997
2020-07-12,croatia,0.998251748251748
2020-07-19,croatia,0.999250749250749
2020-07-26,croatia,0.9995004995005
2020-08-02,croatia,0.9995004995005
2020-08-09,croatia,0.99975024975025
2020-08-16,croatia,0.99975024975025
2020-08-23,croatia,0.99975024975025
2020-08-30,croatia,0.99975024975025
2020-09-06,croatia,0.99975024975025
2020-09-13,croatia,0.99975024975025
2020-09-20,croatia,1
2020-09-27,croatia,1
2020-10-04,croatia,1
2020-10-11,croatia,1
2020-10-18,croatia,1
2020-10-25,croatia,1
2020-11-01,croatia,1
2020-03-15,czechia,0
2020-03-22,czechia,0
2020-03-29,czechia,0
2020-04-05,czechia,0.978021978021978
2020-04-12,czechia,0.978021978021978
2020-04-19,czechia,0.978021978021978
2020-04-26,czechia,0.978021978021978
2020-05-03,czechia,0.980769230769231
2020-05-10,czechia,0.986013986013986
2020-05-17,czechia,0.989010989010989
2020-05-24,czechia,0.992757242757243
2020-05-31,czechia,0.995504495504495
2020-06-07,czechia,0.998251748251748
2020-06-14,czechia,0.998251748251748
2020-06-21,czechia,0.998251748251748
2020-06-28,czechia,0.998751248751249
2020-07-05,czechia,0.999250749250749
2020-07-12,czechia,0.999500499500499
2020-07-19,czechia,0.99975024975025
2020-07-26,czechia,0.99975024975025
2020-08-02,czechia,1
2020-08-09,czechia,1
2020-08-16,czechia,1
2020-08-23,czechia,1
2020-08-30,czechia,1
2020-09-06,czechia,1
2020-09-13,czechia,1
2020-09-20,czechia,1
2020-09-27,czechia,1
2020-10-04,czechia,1
2020-10-11,czechia,1
2020-10-18,czechia,1
2020-10-25,czechia,1
2020-11-01,czechia,1
2020-03-15,denmark,0
2020-03-22,denmark,0
2020-03-29,denmark,0
2020-04-05,denmark,0
2020-04-12,denmark,0.845154845154845
2020-04-19,denmark,0.845154845154845
2020-04-26,denmark,0.845154845154845
2020-05-03,denmark,0.857642357642358
2020-05-10,denmark,0.887862137862138
2020-05-17,denmark,0.910839160839161
2020-05-24,denmark,0.930569430569431
2020-05-31,denmark,0.9498001998002
2020-06-07,denmark,0.962037962037962
2020-06-14,denmark,0.971778221778222
2020-06-21,denmark,0.979520479520479
2020-06-28,denmark,0.986013986013986
2020-07-05,denmark,0.99025974025974
2020-07-12,denmark,0.993006993006993
2020-07-19,denmark,0.995004995004995
2020-07-26,denmark,0.996753246753247
2020-08-02,denmark,0.997502497502498
2020-08-09,denmark,0.998251748251748
2020-08-16,denmark,0.999000999000999
2020-08-23,denmark,0.999250749250749
2020-08-30,denmark,0.99975024975025
2020-09-06,denmark,0.99975024975025
2020-09-13,denmark,0.99975024975025
2020-09-20,denmark,0.99975024975025
2020-09-27,denmark,0.99975024975025
2020-10-04,denmark,0.99975024975025
2020-10-11,denmark,1
2020-10-18,denmark,1
2020-10-25,denmark,1
2020-11-01,denmark,1
2020-03-15,estonia,0
2020-03-22,estonia,0
2020-03-29,estonia,0.902097902097902
2020-04-05,estonia,0.902097902097902
2020-04-12,estonia,0.902097902097902
2020-04-19,estonia,0.902097902097902
2020-04-26,estonia,0.902097902097902
2020-05-03,estonia,0.931318681318681
2020-05-10,estonia,0.951298701298701
2020-05-17,estonia,0.968031968031968
2020-05-24,estonia,0.979020979020979
2020-05-31,estonia,0.986263736263736
2020-06-07,estonia,0.988261738261738
2020-06-14,estonia,0.991258741258741
2020-06-21,estonia,0.993756243756244
2020-06-28,estonia,0.995254745254745
2020-07-05,estonia,0.996503496503496
2020-07-12,estonia,0.996753246753247
2020-07-19,estonia,0.997502497502498
2020-07-26,estonia,0.998501498501498
2020-08-02,estonia,0.998751248751249
2020-08-09,estonia,0.99975024975025
2020-08-16,estonia,0.99975024975025
2020-08-23,estonia,0.99975024975025
2020-08-30,estonia,1
2020-09-06,estonia,1
2020-09-13,estonia,1
2020-09-20,estonia,1
2020-09-27,estonia,1
2020-10-04,estonia,1
2020-10-11,estonia,1
2020-10-18,estonia,1
2020-10-25,estonia,1
2020-11-01,estonia,1
2020-03-15,finland,0
2020-03-22,finland,0
2020-03-29,finland,0
2020-04-05,finland,0.693056943056943
2020-04-12,finland,0.693056943056943
2020-04-19,finland,0.693056943056943
2020-04-26,finland,0.693056943056943
2020-05-03,finland,0.748251748251748
2020-05-10,finland,0.795454545454546
2020-05-17,finland,0.841658341658342
2020-05-24,finland,0.878371628371628
2020-05-31,finland,0.91033966033966
2020-06-07,finland,0.932567432567433
2020-06-14,finland,0.952547452547453
2020-06-21,finland,0.962287712287712
2020-06-28,finland,0.973526473526474
2020-07-05,finland,0.981018981018981
2020-07-12,finland,0.985014985014985
2020-07-19,finland,0.989010989010989
2020-07-26,finland,0.992757242757243
2020-08-02,finland,0.996003996003996
2020-08-09,finland,0.997002997002997
2020-08-16,finland,0.997502497502498
2020-08-23,finland,0.997752247752248
2020-08-30,finland,0.998251748251748
2020-09-06,finland,0.999000999000999
2020-09-13,finland,0.999000999000999
2020-09-20,finland,0.999250749250749
2020-09-27,finland,0.999250749250749
2020-10-04,finland,0.9995004995005
2020-10-11,finland,1
2020-10-18,finland,1
2020-10-25,finland,1
2020-11-01,finland,1
2020-03-15,france,0
2020-03-22,france,0
2020-03-29,france,0
2020-04-05,france,0
2020-04-12,france,0
2020-04-19,france,1
2020-04-26,france,1
2020-05-03,france,1
2020-05-10,france,1
2020-05-17,france,1
2020-05-24,france,1
2020-05-31,france,1
2020-06-07,france,1
2020-06-14,france,1
2020-06-21,france,1
2020-06-28,france,1
2020-07-05,france,1
2020-07-12,france,1
2020-07-19,france,1
2020-07-26,france,1
2020-08-02,france,1
2020-08-09,france,1
2020-08-16,france,1
2020-08-23,france,1
2020-08-30,france,1
2020-09-06,france,1
2020-09-13,france,1
2020-09-20,france,1
2020-09-27,france,1
2020-10-04,france,1
2020-10-11,france,1
2020-10-18,france,1
2020-10-25,france,1
2020-11-01,france,1
2020-03-15,germany,0
2020-03-22,germany,0
2020-03-29,germany,0.995004995004995
2020-04-05,germany,0.995004995004995
2020-04-12,germany,0.995004995004995
2020-04-19,germany,0.995004995004995
2020-04-26,germany,0.995004995004995
2020-05-03,germany,0.995004995004995
2020-05-10,germany,0.995004995004995
2020-05-17,germany,0.995254745254745
2020-05-24,germany,0.996253746253746
2020-05-31,germany,0.997252747252747
2020-06-07,germany,0.998751248751249
2020-06-14,germany,0.99975024975025
2020-06-21,germany,1
2020-06-28,germany,1
2020-07-05,germany,1
2020-07-12,germany,1
2020-07-19,germany,1
2020-07-26,germany,1
2020-08-02,germany,1
2020-08-09,germany,1
2020-08-16,germany,1
2020-08-23,germany,1
2020-08-30,germany,1
2020-09-06,germany,1
2020-09-13,germany,1
2020-09-20,germany,1
2020-09-27,germany,1
2020-10-04,germany,1
2020-10-11,germany,1
2020-10-18,germany,1
2020-10-25,germany,1
2020-11-01,germany,1
2020-03-15,greece,0
2020-03-22,greece,0
2020-03-29,greece,0
2020-04-05,greece,0
2020-04-12,greece,0
2020-04-19,greece,0
2020-04-26,greece,0.987512487512488
2020-05-03,greece,0.987762237762238
2020-05-10,greece,0.989010989010989
2020-05-17,greece,0.98951048951049
2020-05-24,greece,0.99025974025974
2020-05-31,greece,0.991508491508491
2020-06-07,greece,0.992757242757243
2020-06-14,greece,0.994755244755245
2020-06-21,greece,0.995004995004995
2020-06-28,greece,0.996253746253746
2020-07-05,greece,0.997252747252747
2020-07-12,greece,0.997502497502498
2020-07-19,greece,0.998251748251748
2020-07-26,greece,0.998501498501498
2020-08-02,greece,0.999250749250749
2020-08-09,greece,0.9995004995005
2020-08-16,greece,0.9995004995005
2020-08-23,greece,0.99975024975025
2020-08-30,greece,0.99975024975025
2020-09-06,greece,0.99975024975025
2020-09-13,greece,1
2020-09-20,greece,1
2020-09-27,greece,1
2020-10-04,greece,1
2020-10-11,greece,1
2020-10-18,greece,1
2020-10-25,greece,1
2020-11-01,greece,1
2020-03-15,hungary,0
2020-03-22,hungary,0
2020-03-29,hungary,0
2020-04-05,hungary,0
2020-04-12,hungary,0.648101898101898
2020-04-19,hungary,0.648101898101898
2020-04-26,hungary,0.648101898101898
2020-05-03,hungary,0.706293706293706
2020-05-10,hungary,0.761488511488512
2020-05-17,hungary,0.808941058941059
2020-05-24,hungary,0.850649350649351
2020-05-31,hungary,0.885614385614386
2020-06-07,hungary,0.911838161838162
2020-06-14,hungary,0.934565434565435
2020-06-21,hungary,0.952297702297702
2020-06-28,hungary,0.963286713286713
2020-07-05,hungary,0.972027972027972
2020-07-12,hungary,0.979520479520479
2020-07-19,hungary,0.986763236763237
2020-07-26,hungary,0.990509490509491
2020-08-02,hungary,0.993006993006993
2020-08-09,hungary,0.994755244755245
2020-08-16,hungary,0.996753246753247
2020-08-23,hungary,0.998251748251748
2020-08-30,hungary,0.9995004995005
2020-09-06,hungary,0.9995004995005
2020-09-13,hungary,0.99975024975025
2020-09-20,hungary,0.99975024975025
2020-09-27,hungary,0.99975024975025
2020-10-04,hungary,0.99975024975025
2020-10-11,hungary,1
2020-10-18,hungary,1
2020-10-25,hungary,1
2020-11-01,hungary,1
2020-03-15,ireland,0
2020-03-22,ireland,0
2020-03-29,ireland,0
2020-04-05,ireland,0
2020-04-12,ireland,0.871878121878122
2020-04-19,ireland,0.871878121878122
2020-04-26,ireland,0.871878121878122
2020-05-03,ireland,0.888361638361639
2020-05-10,ireland,0.910839160839161
2020-05-17,ireland,0.934815184815185
2020-05-24,ireland,0.954545454545454
2020-05-31,ireland,0.97052947052947
2020-06-07,ireland,0.981018981018981
2020-06-14,ireland,0.989010989010989
2020-06-21,ireland,0.993506493506493
2020-06-28,ireland,0.994255744255744
2020-07-05,ireland,0.995004995004995
2020-07-12,ireland,0.997752247752248
2020-07-19,ireland,0.998001998001998
2020-07-26,ireland,0.998251748251748
2020-08-02,ireland,0.999000999000999
2020-08-09,ireland,0.999000999000999
2020-08-16,ireland,0.999000999000999
2020-08-23,ireland,0.999250749250749
2020-08-30,ireland,0.99975024975025
2020-09-06,ireland,0.99975024975025
2020-09-13,ireland,0.99975024975025
2020-09-20,ireland,1
2020-09-27,ireland,1
2020-10-04,ireland,1
2020-10-11,ireland,1
2020-10-18,ireland,1
2020-10-25,ireland,1
2020-11-01,ireland,1
2020-03-15,italy,0
2020-03-22,italy,0.95004995004995
2020-03-29,italy,0.95004995004995
2020-04-05,italy,0.95004995004995
2020-04-12,italy,0.95004995004995
2020-04-19,italy,0.95004995004995
2020-04-26,italy,0.95004995004995
2020-05-03,italy,0.95004995004995
2020-05-10,italy,0.953796203796204
2020-05-17,italy,0.961538461538461
2020-05-24,italy,0.96978021978022
2020-05-31,italy,0.976773226773227
2020-06-07,italy,0.982267732267732
2020-06-14,italy,0.986513486513487
2020-06-21,italy,0.988761238761239
2020-06-28,italy,0.993256743256743
2020-07-05,italy,0.994755244755245
2020-07-12,italy,0.996503496503496
2020-07-19,italy,0.997252747252747
2020-07-26,italy,0.997752247752248
2020-08-02,italy,0.998251748251748
2020-08-09,italy,0.998501498501498
2020-08-16,italy,0.999000999000999
2020-08-23,italy,0.999000999000999
2020-08-30,italy,0.9995004995005
2020-09-06,italy,0.99975024975025
2020-09-13,italy,0.99975024975025
2020-09-20,italy,0.99975024975025
2020-09-27,italy,0.99975024975025
2020-10-04,italy,1
2020-10-11,italy,1
2020-10-18,italy,1
2020-10-25,italy,1
2020-11-01,italy,1
2020-03-15,lithuania,0
2020-03-22,lithuania,0
2020-03-29,lithuania,0
2020-04-05,lithuania,0
2020-04-12,lithuania,0
2020-04-19,lithuania,0.812437562437563
2020-04-26,lithuania,0.812437562437563
2020-05-03,lithuania,0.892607392607393
2020-05-10,lithuania,0.932317682317682
2020-05-17,lithuania,0.955294705294705
2020-05-24,lithuania,0.967782217782218
2020-05-31,lithuania,0.978271728271728
2020-06-07,lithuania,0.984515484515484
2020-06-14,lithuania,0.988511488511489
2020-06-21,lithuania,0.991508491508491
2020-06-28,lithuania,0.995254745254745
2020-07-05,lithuania,0.996253746253746
2020-07-12,lithuania,0.997252747252747
2020-07-19,lithuania,0.998251748251748
2020-07-26,lithuania,0.999000999000999
2020-08-02,lithuania,0.999250749250749
2020-08-09,lithuania,0.9995004995005
2020-08-16,lithuania,0.99975024975025
2020-08-23,lithuania,0.99975024975025
2020-08-30,lithuania,0.99975024975025
2020-09-06,lithuania,0.99975024975025
2020-09-13,lithuania,0.99975024975025
2020-09-20,lithuania,0.99975024975025
2020-09-27,lithuania,0.99975024975025
2020-10-04,lithuania,0.99975024975025
2020-10-11,lithuania,0.99975024975025
2020-10-18,lithuania,1
2020-10-25,lithuania,1
2020-11-01,lithuania,1
2020-03-15,luxembourg,0
2020-03-22,luxembourg,0
2020-03-29,luxembourg,0.867382617382617
2020-04-05,luxembourg,0.867382617382617
2020-04-12,luxembourg,0.867382617382617
2020-04-19,luxembourg,0.867382617382617
2020-04-26,luxembourg,0.867382617382617
2020-05-03,luxembourg,0.923576423576424
2020-05-10,luxembourg,0.954545454545454
2020-05-17,luxembourg,0.969030969030969
2020-05-24,luxembourg,0.979520479520479
2020-05-31,luxembourg,0.986263736263736
2020-06-07,luxembourg,0.99025974025974
2020-06-14,luxembourg,0.992257742257742
2020-06-21,luxembourg,0.994505494505495
2020-06-28,luxembourg,0.996253746253746
2020-07-05,luxembourg,0.997252747252747
2020-07-12,luxembourg,0.997752247752248
2020-07-19,luxembourg,0.998751248751249
2020-07-26,luxembourg,0.999000999000999
2020-08-02,luxembourg,0.999500499500499
2020-08-09,luxembourg,0.99975024975025
2020-08-16,luxembourg,0.99975024975025
2020-08-23,luxembourg,1
2020-08-30,luxembourg,1
2020-09-06,luxembourg,1
2020-09-13,luxembourg,1
2020-09-20,luxembourg,1
2020-09-27,luxembourg,1
2020-10-04,luxembourg,1
2020-10-11,luxembourg,1
2020-10-18,luxembourg,1
2020-10-25,luxembourg,1
2020-11-01,luxembourg,1
2020-03-15,moldova,0
2020-03-22,moldova,0
2020-03-29,moldova,0
2020-04-05,moldova,0
2020-04-12,moldova,0
2020-04-19,moldova,0.557192807192807
2020-04-26,moldova,0.557192807192807
2020-05-03,moldova,0.646853146853147
2020-05-10,moldova,0.718781218781219
2020-05-17,moldova,0.778221778221778
2020-05-24,moldova,0.825924075924076
2020-05-31,moldova,0.862637362637363
2020-06-07,moldova,0.894605394605395
2020-06-14,moldova,0.918581418581419
2020-06-21,moldova,0.938311688311688
2020-06-28,moldova,0.955044955044955
2020-07-05,moldova,0.965534465534466
2020-07-12,moldova,0.976523476523477
2020-07-19,moldova,0.981518481518482
2020-07-26,moldova,0.986763236763237
2020-08-02,moldova,0.989010989010989
2020-08-09,moldova,0.991508491508491
2020-08-16,moldova,0.993506493506493
2020-08-23,moldova,0.995754245754246
2020-08-30,moldova,0.996503496503496
2020-09-06,moldova,0.998251748251748
2020-09-13,moldova,0.998251748251748
2020-09-20,moldova,0.998751248751249
2020-09-27,moldova,0.998751248751249
2020-10-04,moldova,0.999000999000999
2020-10-11,moldova,0.999000999000999
2020-10-18,moldova,0.999500499500499
2020-10-25,moldova,1
2020-11-01,moldova,1
2020-03-15,netherlands,0
2020-03-22,netherlands,0
2020-03-29,netherlands,0
2020-04-05,netherlands,0
2020-04-12,netherlands,0.847652347652348
2020-04-19,netherlands,0.847652347652348
2020-04-26,netherlands,0.847652347652348
2020-05-03,netherlands,0.875374625374625
2020-05-10,netherlands,0.913086913086913
2020-05-17,netherlands,0.944055944055944
2020-05-24,netherlands,0.965034965034965
2020-05-31,netherlands,0.976773226773227
2020-06-07,netherlands,0.985014985014985
2020-06-14,netherlands,0.991258741258741
2020-06-21,netherlands,0.994755244755245
2020-06-28,netherlands,0.997252747252747
2020-07-05,netherlands,0.998251748251748
2020-07-12,netherlands,0.998751248751249
2020-07-19,netherlands,0.999250749250749
2020-07-26,netherlands,0.999250749250749
2020-08-02,netherlands,0.999250749250749
2020-08-09,netherlands,0.99975024975025
2020-08-16,netherlands,1
2020-08-23,netherlands,1
2020-08-30,netherlands,1
2020-09-06,netherlands,1
2020-09-13,netherlands,1
2020-09-20,netherlands,1
2020-09-27,netherlands,1
2020-10-04,netherlands,1
2020-10-11,netherlands,1
2020-10-18,netherlands,1
2020-10-25,netherlands,1
2020-11-01,netherlands,1
2020-03-15,northmacedonia,0
2020-03-22,northmacedonia,0
2020-03-29,northmacedonia,0
2020-04-05,northmacedonia,0
2020-04-12,northmacedonia,0
2020-04-19,northmacedonia,0.737512487512488
2020-04-26,northmacedonia,0.737512487512488
2020-05-03,northmacedonia,0.822927072927073
2020-05-10,northmacedonia,0.878121878121878
2020-05-17,northmacedonia,0.916833166833167
2020-05-24,northmacedonia,0.943556443556444
2020-05-31,northmacedonia,0.958541458541459
2020-06-07,northmacedonia,0.973026973026973
2020-06-14,northmacedonia,0.980519480519481
2020-06-21,northmacedonia,0.988261738261738
2020-06-28,northmacedonia,0.992507492507493
2020-07-05,northmacedonia,0.995504495504495
2020-07-12,northmacedonia,0.996753246753247
2020-07-19,northmacedonia,0.997752247752248
2020-07-26,northmacedonia,0.999000999000999
2020-08-02,northmacedonia,0.999000999000999
2020-08-09,northmacedonia,0.999250749250749
2020-08-16,northmacedonia,0.9995004995005
2020-08-23,northmacedonia,0.99975024975025
2020-08-30,northmacedonia,0.99975024975025
2020-09-06,northmacedonia,0.99975024975025
2020-09-13,northmacedonia,0.99975024975025
2020-09-20,northmacedonia,1
2020-09-27,northmacedonia,1
2020-10-04,northmacedonia,1
2020-10-11,northmacedonia,1
2020-10-18,northmacedonia,1
2020-10-25,northmacedonia,1
2020-11-01,northmacedonia,1
2020-03-15,norway,0
2020-03-22,norway,0
2020-03-29,norway,0.997752247752248
2020-04-05,norway,0.997752247752248
2020-04-12,norway,0.997752247752248
2020-04-19,norway,0.997752247752248
